,0,1,2
33,"[19.309437134330768, -99.16548155568837]","[19.216767628615436, -99.20382009440948]",2644
34,"[19.309437134330768, -99.16548155568837]","[19.230187704759373, -99.19245863465683]",2053
35,"[19.309437134330768, -99.16548155568837]","[19.288005908707827, -99.13134020603029]",815
36,"[19.309437134330768, -99.16548155568837]","[19.32225543254924, -99.16119649805853]",378
37,"[19.309437134330768, -99.16548155568837]","[19.224898463487445, -99.24117238947034]",2633
38,"[19.309437134330768, -99.16548155568837]","[19.299795680691915, -99.19771371374877]",828
39,"[19.309437134330768, -99.16548155568837]","[19.262283454737926, -99.0840595002207]",1934
40,"[19.309437134330768, -99.16548155568837]","[19.306508838764096, -99.14526157993895]",684
41,"[19.309437134330768, -99.16548155568837]","[19.226021457671923, -99.06484388336412]",2998
42,"[19.216767628615436, -99.20382009440948]","[19.230187704759373, -99.19245863465683]",2053
43,"[19.216767628615436, -99.20382009440948]","[19.288005908707827, -99.13134020603029]",2520
44,"[19.216767628615436, -99.20382009440948]","[19.32225543254924, -99.16119649805853]",2901
45,"[19.216767628615436, -99.20382009440948]","[19.224898463487445, -99.24117238947034]",896
46,"[19.216767628615436, -99.20382009440948]","[19.299795680691915, -99.19771371374877]",2504
47,"[19.216767628615436, -99.20382009440948]","[19.262283454737926, -99.0840595002207]",3638
48,"[19.216767628615436, -99.20382009440948]","[19.306508838764096, -99.14526157993895]",2471
49,"[19.216767628615436, -99.20382009440948]","[19.226021457671923, -99.06484388336412]",4702
50,"[19.230187704759373, -99.19245863465683]","[19.288005908707827, -99.13134020603029]",2520
51,"[19.230187704759373, -99.19245863465683]","[19.32225543254924, -99.16119649805853]",2901
52,"[19.230187704759373, -99.19245863465683]","[19.224898463487445, -99.24117238947034]",896
53,"[19.230187704759373, -99.19245863465683]","[19.299795680691915, -99.19771371374877]",2257
54,"[19.230187704759373, -99.19245863465683]","[19.262283454737926, -99.0840595002207]",3088
55,"[19.230187704759373, -99.19245863465683]","[19.306508838764096, -99.14526157993895]",1921
56,"[19.230187704759373, -99.19245863465683]","[19.226021457671923, -99.06484388336412]",4152
57,"[19.288005908707827, -99.13134020603029]","[19.32225543254924, -99.16119649805853]",2351
58,"[19.288005908707827, -99.13134020603029]","[19.224898463487445, -99.24117238947034]",2770
59,"[19.288005908707827, -99.13134020603029]","[19.299795680691915, -99.19771371374877]",939
60,"[19.288005908707827, -99.13134020603029]","[19.262283454737926, -99.0840595002207]",1557
61,"[19.288005908707827, -99.13134020603029]","[19.306508838764096, -99.14526157993895]",719
62,"[19.288005908707827, -99.13134020603029]","[19.226021457671923, -99.06484388336412]",2622
63,"[19.32225543254924, -99.16119649805853]","[19.224898463487445, -99.24117238947034]",2767
64,"[19.32225543254924, -99.16119649805853]","[19.299795680691915, -99.19771371374877]",917
65,"[19.32225543254924, -99.16119649805853]","[19.262283454737926, -99.0840595002207]",2266
66,"[19.32225543254924, -99.16119649805853]","[19.306508838764096, -99.14526157993895]",696
67,"[19.32225543254924, -99.16119649805853]","[19.226021457671923, -99.06484388336412]",3330
68,"[19.224898463487445, -99.24117238947034]","[19.299795680691915, -99.19771371374877]",2141
69,"[19.224898463487445, -99.24117238947034]","[19.262283454737926, -99.0840595002207]",3800
70,"[19.224898463487445, -99.24117238947034]","[19.306508838764096, -99.14526157993895]",2714
71,"[19.224898463487445, -99.24117238947034]","[19.226021457671923, -99.06484388336412]",4864
72,"[19.299795680691915, -99.19771371374877]","[19.262283454737926, -99.0840595002207]",3800
73,"[19.299795680691915, -99.19771371374877]","[19.306508838764096, -99.14526157993895]",863
74,"[19.299795680691915, -99.19771371374877]","[19.226021457671923, -99.06484388336412]",3014
75,"[19.262283454737926, -99.0840595002207]","[19.306508838764096, -99.14526157993895]",863
76,"[19.262283454737926, -99.0840595002207]","[19.226021457671923, -99.06484388336412]",3014
77,"[19.306508838764096, -99.14526157993895]","[19.226021457671923, -99.06484388336412]",3014
