,0,1,2
33,"[19.351671178252396, -98.94924235289035]","[19.262283454737926, -99.0840595002207]",3827
34,"[19.351671178252396, -98.94924235289035]","[19.33869584784552, -98.99391380497931]",1372
35,"[19.351671178252396, -98.94924235289035]","[19.226021457671923, -99.06484388336412]",4406
36,"[19.23446706792206, -98.89768460764665]","[19.200480785694886, -99.06857299540648]",3871
37,"[19.23446706792206, -98.89768460764665]","[19.331528330318065, -98.95977721631968]",2569
38,"[19.23446706792206, -98.89768460764665]","[19.24660725229904, -98.91261159582325]",728
39,"[19.23446706792206, -98.89768460764665]","[19.28635405427697, -99.01378764315798]",2381
40,"[19.23446706792206, -98.89768460764665]","[19.31523404548342, -98.92532990607914]",2440
41,"[19.23446706792206, -98.89768460764665]","[19.218224670083124, -98.9957387869367]",2184
42,"[19.23446706792206, -98.89768460764665]","[19.238716305928236, -98.8937882130366]",1138
43,"[19.23446706792206, -98.89768460764665]","[19.262283454737926, -99.0840595002207]",3602
44,"[19.23446706792206, -98.89768460764665]","[19.33869584784552, -98.99391380497931]",2706
45,"[19.23446706792206, -98.89768460764665]","[19.226021457671923, -99.06484388336412]",3990
46,"[19.200480785694886, -99.06857299540648]","[19.331528330318065, -98.95977721631968]",4491
47,"[19.200480785694886, -99.06857299540648]","[19.24660725229904, -98.91261159582325]",3740
48,"[19.200480785694886, -99.06857299540648]","[19.28635405427697, -99.01378764315798]",3299
49,"[19.200480785694886, -99.06857299540648]","[19.31523404548342, -98.92532990607914]",4909
50,"[19.200480785694886, -99.06857299540648]","[19.218224670083124, -98.9957387869367]",1925
51,"[19.200480785694886, -99.06857299540648]","[19.238716305928236, -98.8937882130366]",4150
52,"[19.200480785694886, -99.06857299540648]","[19.262283454737926, -99.0840595002207]",1822
53,"[19.200480785694886, -99.06857299540648]","[19.33869584784552, -98.99391380497931]",4787
54,"[19.200480785694886, -99.06857299540648]","[19.226021457671923, -99.06484388336412]",913
55,"[19.331528330318065, -98.95977721631968]","[19.24660725229904, -98.91261159582325]",3740
56,"[19.331528330318065, -98.95977721631968]","[19.28635405427697, -99.01378764315798]",1547
57,"[19.331528330318065, -98.95977721631968]","[19.31523404548342, -98.92532990607914]",1006
58,"[19.331528330318065, -98.95977721631968]","[19.218224670083124, -98.9957387869367]",2881
59,"[19.331528330318065, -98.95977721631968]","[19.238716305928236, -98.8937882130366]",2251
60,"[19.331528330318065, -98.95977721631968]","[19.262283454737926, -99.0840595002207]",3350
61,"[19.331528330318065, -98.95977721631968]","[19.33869584784552, -98.99391380497931]",1216
62,"[19.331528330318065, -98.95977721631968]","[19.226021457671923, -99.06484388336412]",3929
63,"[19.24660725229904, -98.91261159582325]","[19.28635405427697, -99.01378764315798]",1547
64,"[19.24660725229904, -98.91261159582325]","[19.31523404548342, -98.92532990607914]",1006
65,"[19.24660725229904, -98.91261159582325]","[19.218224670083124, -98.9957387869367]",2881
66,"[19.24660725229904, -98.91261159582325]","[19.238716305928236, -98.8937882130366]",867
67,"[19.24660725229904, -98.91261159582325]","[19.262283454737926, -99.0840595002207]",3014
68,"[19.24660725229904, -98.91261159582325]","[19.33869584784552, -98.99391380497931]",2442
69,"[19.24660725229904, -98.91261159582325]","[19.226021457671923, -99.06484388336412]",3592
70,"[19.28635405427697, -99.01378764315798]","[19.31523404548342, -98.92532990607914]",2168
71,"[19.28635405427697, -99.01378764315798]","[19.218224670083124, -98.9957387869367]",1614
72,"[19.28635405427697, -99.01378764315798]","[19.238716305928236, -98.8937882130366]",2121
73,"[19.28635405427697, -99.01378764315798]","[19.262283454737926, -99.0840595002207]",1912
74,"[19.28635405427697, -99.01378764315798]","[19.33869584784552, -98.99391380497931]",1964
75,"[19.28635405427697, -99.01378764315798]","[19.226021457671923, -99.06484388336412]",2491
76,"[19.31523404548342, -98.92532990607914]","[19.218224670083124, -98.9957387869367]",3212
77,"[19.31523404548342, -98.92532990607914]","[19.238716305928236, -98.8937882130366]",1873
78,"[19.31523404548342, -98.92532990607914]","[19.262283454737926, -99.0840595002207]",3682
79,"[19.31523404548342, -98.92532990607914]","[19.33869584784552, -98.99391380497931]",1548
80,"[19.31523404548342, -98.92532990607914]","[19.226021457671923, -99.06484388336412]",4261
81,"[19.218224670083124, -98.9957387869367]","[19.238716305928236, -98.8937882130366]",2392
82,"[19.218224670083124, -98.9957387869367]","[19.262283454737926, -99.0840595002207]",2234
83,"[19.218224670083124, -98.9957387869367]","[19.33869584784552, -98.99391380497931]",3344
84,"[19.218224670083124, -98.9957387869367]","[19.226021457671923, -99.06484388336412]",2028
85,"[19.238716305928236, -98.8937882130366]","[19.262283454737926, -99.0840595002207]",2189
86,"[19.238716305928236, -98.8937882130366]","[19.33869584784552, -98.99391380497931]",2228
87,"[19.238716305928236, -98.8937882130366]","[19.226021457671923, -99.06484388336412]",4035
88,"[19.262283454737926, -99.0840595002207]","[19.33869584784552, -98.99391380497931]",2228
89,"[19.262283454737926, -99.0840595002207]","[19.226021457671923, -99.06484388336412]",4035
90,"[19.33869584784552, -98.99391380497931]","[19.226021457671923, -99.06484388336412]",4035
